feature_id,municipality_mapbiomas,abbrev_state,biome
21044,Barra de São Miguel,AL,MATA ATLÂNTICA
21045,Belém,AL,MATA ATLÂNTICA
21046,Boca da Mata,AL,MATA ATLÂNTICA
21047,Branquinha,AL,MATA ATLÂNTICA
21048,Cajueiro,AL,MATA ATLÂNTICA
21049,Campestre,AL,MATA ATLÂNTICA
21050,Campo Alegre,AL,MATA ATLÂNTICA
21051,Capela,AL,MATA ATLÂNTICA
21052,Chã Preta,AL,MATA ATLÂNTICA
21053,Colônia Leopoldina,AL,MATA ATLÂNTICA
21054,Coqueiro Seco,AL,MATA ATLÂNTICA
21055,Coruripe,AL,MATA ATLÂNTICA
21056,Estrela de Alagoas,AL,MATA ATLÂNTICA
21057,Feira Grande,AL,MATA ATLÂNTICA
21058,Feliz Deserto,AL,MATA ATLÂNTICA
21059,Flexeiras,AL,MATA ATLÂNTICA
21060,Ibateguara,AL,MATA ATLÂNTICA
21061,Igreja Nova,AL,MATA ATLÂNTICA
21062,Jacuípe,AL,MATA ATLÂNTICA
21063,Japaratinga,AL,MATA ATLÂNTICA
21064,Jequiá da Praia,AL,MATA ATLÂNTICA
21065,Joaquim Gomes,AL,MATA ATLÂNTICA
21066,Jundiá,AL,MATA ATLÂNTICA
21067,Junqueiro,AL,MATA ATLÂNTICA
21068,Limoeiro de Anadia,AL,MATA ATLÂNTICA
21069,Maceió,AL,MATA ATLÂNTICA
21070,Maragogi,AL,MATA ATLÂNTICA
21071,Marechal Deodoro,AL,MATA ATLÂNTICA
21072,Maribondo,AL,MATA ATLÂNTICA
21073,Mar Vermelho,AL,MATA ATLÂNTICA
21074,Matriz de Camaragibe,AL,MATA ATLÂNTICA
21075,Messias,AL,MATA ATLÂNTICA
21076,Murici,AL,MATA ATLÂNTICA
21077,Novo Lino,AL,MATA ATLÂNTICA
21078,Palmeira dos Índios,AL,MATA ATLÂNTICA
21079,Paripueira,AL,MATA ATLÂNTICA
21080,Passo de Camaragibe,AL,MATA ATLÂNTICA
21081,Paulo Jacinto,AL,MATA ATLÂNTICA
21082,Penedo,AL,MATA ATLÂNTICA
21083,Piaçabuçu,AL,MATA ATLÂNTICA
21084,Pilar,AL,MATA ATLÂNTICA
21085,Pindoba,AL,MATA ATLÂNTICA
21086,Porto Calvo,AL,MATA ATLÂNTICA
21087,Porto de Pedras,AL,MATA ATLÂNTICA
21088,Porto Real do Colégio,AL,MATA ATLÂNTICA
21089,Quebrangulo,AL,MATA ATLÂNTICA
21090,Rio Largo,AL,MATA ATLÂNTICA
21091,Roteiro,AL,MATA ATLÂNTICA
21092,Santa Luzia do Norte,AL,MATA ATLÂNTICA
21093,Santana do Mundaú,AL,MATA ATLÂNTICA
21094,São Brás,AL,MATA ATLÂNTICA
21095,São José da Laje,AL,MATA ATLÂNTICA
21096,São Luís do Quitunde,AL,MATA ATLÂNTICA
21097,São Miguel dos Campos,AL,MATA ATLÂNTICA
21098,São Miguel dos Milagres,AL,MATA ATLÂNTICA
21099,São Sebastião,AL,MATA ATLÂNTICA
21100,Satuba,AL,MATA ATLÂNTICA
21101,Tanque d'Arca,AL,MATA ATLÂNTICA
21102,Taquarana,AL,MATA ATLÂNTICA
21103,Teotônio Vilela,AL,MATA ATLÂNTICA
21104,União dos Palmares,AL,MATA ATLÂNTICA
21105,Viçosa,AL,MATA ATLÂNTICA
21106,Aquidabã,SE,MATA ATLÂNTICA
21107,Aracaju,SE,MATA ATLÂNTICA
21108,Arauá,SE,MATA ATLÂNTICA
21109,Areia Branca,SE,MATA ATLÂNTICA
21110,Barra dos Coqueiros,SE,MATA ATLÂNTICA
21111,Boquim,SE,MATA ATLÂNTICA
21112,Brejo Grande,SE,MATA ATLÂNTICA
21113,Campo do Brito,SE,MATA ATLÂNTICA
21114,Canhoba,SE,MATA ATLÂNTICA
21115,Capela,SE,MATA ATLÂNTICA
21116,Carmópolis,SE,MATA ATLÂNTICA
21117,Cedro de São João,SE,MATA ATLÂNTICA
21118,Cristinápolis,SE,MATA ATLÂNTICA
21119,Cumbe,SE,MATA ATLÂNTICA
21120,Divina Pastora,SE,MATA ATLÂNTICA
21121,Estância,SE,MATA ATLÂNTICA
21122,Feira Nova,SE,MATA ATLÂNTICA
21123,General Maynard,SE,MATA ATLÂNTICA
21124,Gracho Cardoso,SE,MATA ATLÂNTICA
21125,Ilha das Flores,SE,MATA ATLÂNTICA
21126,Indiaroba,SE,MATA ATLÂNTICA
21127,Itabaiana,SE,MATA ATLÂNTICA
21128,Itabaianinha,SE,MATA ATLÂNTICA
21129,Itabi,SE,MATA ATLÂNTICA
21130,Itaporanga d'Ajuda,SE,MATA ATLÂNTICA
21131,Japaratuba,SE,MATA ATLÂNTICA
21132,Japoatã,SE,MATA ATLÂNTICA
21133,Lagarto,SE,MATA ATLÂNTICA
21134,Laranjeiras,SE,MATA ATLÂNTICA
21135,Macambira,SE,MATA ATLÂNTICA
21136,Malhada dos Bois,SE,MATA ATLÂNTICA
21137,Malhador,SE,MATA ATLÂNTICA
21138,Maruim,SE,MATA ATLÂNTICA
21139,Moita Bonita,SE,MATA ATLÂNTICA
21140,Muribeca,SE,MATA ATLÂNTICA
21141,Neópolis,SE,MATA ATLÂNTICA
21142,Nossa Senhora Aparecida,SE,MATA ATLÂNTICA
21143,Nossa Senhora das Dores,SE,MATA ATLÂNTICA
21144,Nossa Senhora do Socorro,SE,MATA ATLÂNTICA
21145,Pacatuba,SE,MATA ATLÂNTICA
21146,Pedrinhas,SE,MATA ATLÂNTICA
21147,Pirambu,SE,MATA ATLÂNTICA
21148,Propriá,SE,MATA ATLÂNTICA
21149,Riachão do Dantas,SE,MATA ATLÂNTICA
21150,Riachuelo,SE,MATA ATLÂNTICA
21151,Ribeirópolis,SE,MATA ATLÂNTICA
21152,Rosário do Catete,SE,MATA ATLÂNTICA
21153,Salgado,SE,MATA ATLÂNTICA
21154,Santa Luzia do Itanhy,SE,MATA ATLÂNTICA
21155,Santana do São Francisco,SE,MATA ATLÂNTICA
21156,Santa Rosa de Lima,SE,MATA ATLÂNTICA
21157,Santo Amaro das Brotas,SE,MATA ATLÂNTICA
21158,São Cristóvão,SE,MATA ATLÂNTICA
21159,São Domingos,SE,MATA ATLÂNTICA
21160,São Francisco,SE,MATA ATLÂNTICA
21161,São Miguel do Aleixo,SE,MATA ATLÂNTICA
21162,Siriri,SE,MATA ATLÂNTICA
21163,Telha,SE,MATA ATLÂNTICA
21164,Tomar do Geru,SE,MATA ATLÂNTICA
21165,Umbaúba,SE,MATA ATLÂNTICA
21166,Acajutiba,BA,MATA ATLÂNTICA
21167,Água Fria,BA,MATA ATLÂNTICA
21168,Aiquara,BA,MATA ATLÂNTICA
21169,Alagoinhas,BA,MATA ATLÂNTICA
21170,Alcobaça,BA,MATA ATLÂNTICA
21171,Almadina,BA,MATA ATLÂNTICA
21172,Amargosa,BA,MATA ATLÂNTICA
21173,Amélia Rodrigues,BA,MATA ATLÂNTICA
21174,Anagé,BA,MATA ATLÂNTICA
21175,Anguera,BA,MATA ATLÂNTICA
21176,Antônio Cardoso,BA,MATA ATLÂNTICA
21177,Aporá,BA,MATA ATLÂNTICA
21178,Apuarema,BA,MATA ATLÂNTICA
21179,Araçás,BA,MATA ATLÂNTICA
21180,Aramari,BA,MATA ATLÂNTICA
21181,Arataca,BA,MATA ATLÂNTICA
21182,Aratuípe,BA,MATA ATLÂNTICA
21183,Aurelino Leal,BA,MATA ATLÂNTICA
21184,Barra do Choça,BA,MATA ATLÂNTICA
21185,Barra do Rocha,BA,MATA ATLÂNTICA
21186,Barro Preto,BA,MATA ATLÂNTICA
21187,Belmonte,BA,MATA ATLÂNTICA
21188,Belo Campo,BA,MATA ATLÂNTICA
21189,Boa Nova,BA,MATA ATLÂNTICA
21190,Brejões,BA,MATA ATLÂNTICA
21191,Buerarema,BA,MATA ATLÂNTICA
21192,Caatiba,BA,MATA ATLÂNTICA
21193,Cabaceiras do Paraguaçu,BA,MATA ATLÂNTICA
21194,Cachoeira,BA,MATA ATLÂNTICA
21195,Cairu,BA,MATA ATLÂNTICA
21196,Camacan,BA,MATA ATLÂNTICA
21197,Camaçari,BA,MATA ATLÂNTICA
21198,Camamu,BA,MATA ATLÂNTICA
21199,Canavieiras,BA,MATA ATLÂNTICA
21200,Candeal,BA,MATA ATLÂNTICA
21201,Candeias,BA,MATA ATLÂNTICA
21202,Cândido Sales,BA,MATA ATLÂNTICA
21203,Caravelas,BA,MATA ATLÂNTICA
21204,Cardeal da Silva,BA,MATA ATLÂNTICA
21205,Castro Alves,BA,MATA ATLÂNTICA
21206,Catu,BA,MATA ATLÂNTICA
21207,Coaraci,BA,MATA ATLÂNTICA
21208,Conceição da Feira,BA,MATA ATLÂNTICA
21209,Conceição do Almeida,BA,MATA ATLÂNTICA
21210,Conceição do Jacuípe,BA,MATA ATLÂNTICA
21211,Conde,BA,MATA ATLÂNTICA
21212,Coração de Maria,BA,MATA ATLÂNTICA
21213,Cravolândia,BA,MATA ATLÂNTICA
21214,Cruz das Almas,BA,MATA ATLÂNTICA
21215,Dário Meira,BA,MATA ATLÂNTICA
21216,Dias d'Ávila,BA,MATA ATLÂNTICA
21217,Dom Macedo Costa,BA,MATA ATLÂNTICA
21218,Elísio Medrado,BA,MATA ATLÂNTICA
21219,Encruzilhada,BA,MATA ATLÂNTICA
21220,Entre Rios,BA,MATA ATLÂNTICA
21221,Esplanada,BA,MATA ATLÂNTICA
21222,Eunápolis,BA,MATA ATLÂNTICA
21223,Feira de Santana,BA,MATA ATLÂNTICA
21224,Firmino Alves,BA,MATA ATLÂNTICA
21225,Floresta Azul,BA,MATA ATLÂNTICA
21226,Gandu,BA,MATA ATLÂNTICA
21227,Gongogi,BA,MATA ATLÂNTICA
21228,Governador Mangabeira,BA,MATA ATLÂNTICA
21229,Guaratinga,BA,MATA ATLÂNTICA
21230,Ibicaraí,BA,MATA ATLÂNTICA
21231,Ibicuí,BA,MATA ATLÂNTICA
21232,Ibirapitanga,BA,MATA ATLÂNTICA
21233,Ibirapuã,BA,MATA ATLÂNTICA
21234,Ibirataia,BA,MATA ATLÂNTICA
21235,Igrapiúna,BA,MATA ATLÂNTICA
21236,Iguaí,BA,MATA ATLÂNTICA
21237,Ilhéus,BA,MATA ATLÂNTICA
21238,Inhambupe,BA,MATA ATLÂNTICA
21239,Ipecaetá,BA,MATA ATLÂNTICA
21240,Ipiaú,BA,MATA ATLÂNTICA
21241,Irajuba,BA,MATA ATLÂNTICA
21242,Irará,BA,MATA ATLÂNTICA
21243,Itabela,BA,MATA ATLÂNTICA
21244,Itabuna,BA,MATA ATLÂNTICA
21245,Itacaré,BA,MATA ATLÂNTICA
21246,Itagi,BA,MATA ATLÂNTICA
21247,Itagibá,BA,MATA ATLÂNTICA
21248,Itagimirim,BA,MATA ATLÂNTICA
21249,Itaju do Colônia,BA,MATA ATLÂNTICA
21250,Itajuípe,BA,MATA ATLÂNTICA
21251,Itamaraju,BA,MATA ATLÂNTICA
21252,Itamari,BA,MATA ATLÂNTICA
21253,Itambé,BA,MATA ATLÂNTICA
21254,Itanagra,BA,MATA ATLÂNTICA
21255,Itanhém,BA,MATA ATLÂNTICA
21256,Itaparica,BA,MATA ATLÂNTICA
21257,Itapé,BA,MATA ATLÂNTICA
21258,Itapebi,BA,MATA ATLÂNTICA
21259,Itapetinga,BA,MATA ATLÂNTICA
21260,Itapicuru,BA,MATA ATLÂNTICA
21261,Itapitanga,BA,MATA ATLÂNTICA
21262,Itaquara,BA,MATA ATLÂNTICA
21263,Itarantim,BA,MATA ATLÂNTICA
21264,Itatim,BA,MATA ATLÂNTICA
21265,Itiruçu,BA,MATA ATLÂNTICA
21266,Itororó,BA,MATA ATLÂNTICA
21267,Ituberá,BA,MATA ATLÂNTICA
21268,Jaguaquara,BA,MATA ATLÂNTICA
21269,Jaguaripe,BA,MATA ATLÂNTICA
21270,Jandaíra,BA,MATA ATLÂNTICA
21271,Jequié,BA,MATA ATLÂNTICA
21272,Jiquiriçá,BA,MATA ATLÂNTICA
21273,Jitaúna,BA,MATA ATLÂNTICA
21274,Jucuruçu,BA,MATA ATLÂNTICA
21275,Jussari,BA,MATA ATLÂNTICA
21276,Lafaiete Coutinho,BA,MATA ATLÂNTICA
21277,Laje,BA,MATA ATLÂNTICA
21278,Lajedão,BA,MATA ATLÂNTICA
21279,Lajedo do Tabocal,BA,MATA ATLÂNTICA
21280,Lauro de Freitas,BA,MATA ATLÂNTICA
21281,Macarani,BA,MATA ATLÂNTICA
21282,Madre de Deus,BA,MATA ATLÂNTICA
21283,Maiquinique,BA,MATA ATLÂNTICA
21284,Manoel Vitorino,BA,MATA ATLÂNTICA
21285,Maracás,BA,MATA ATLÂNTICA
21286,Maragogipe,BA,MATA ATLÂNTICA
21287,Maraú,BA,MATA ATLÂNTICA
21288,Mascote,BA,MATA ATLÂNTICA
21289,Mata de São João,BA,MATA ATLÂNTICA
21290,Medeiros Neto,BA,MATA ATLÂNTICA
21291,Milagres,BA,MATA ATLÂNTICA
21292,Mucuri,BA,MATA ATLÂNTICA
21293,Muniz Ferreira,BA,MATA ATLÂNTICA
21294,Muritiba,BA,MATA ATLÂNTICA
21295,Mutuípe,BA,MATA ATLÂNTICA
21296,Nazaré,BA,MATA ATLÂNTICA
21297,Nilo Peçanha,BA,MATA ATLÂNTICA
21298,Nova Canaã,BA,MATA ATLÂNTICA
21299,Nova Ibiá,BA,MATA ATLÂNTICA
21300,Nova Itarana,BA,MATA ATLÂNTICA
21301,Nova Viçosa,BA,MATA ATLÂNTICA
21302,Ouriçangas,BA,MATA ATLÂNTICA
21303,Pau Brasil,BA,MATA ATLÂNTICA
21304,Pedrão,BA,MATA ATLÂNTICA
21305,Piraí do Norte,BA,MATA ATLÂNTICA
21306,Piripá,BA,MATA ATLÂNTICA
21307,Planaltino,BA,MATA ATLÂNTICA
21308,Planalto,BA,MATA ATLÂNTICA
21309,Poções,BA,MATA ATLÂNTICA
21310,Pojuca,BA,MATA ATLÂNTICA
21311,Porto Seguro,BA,MATA ATLÂNTICA
21312,Potiraguá,BA,MATA ATLÂNTICA
21313,Prado,BA,MATA ATLÂNTICA
21314,Presidente Tancredo Neves,BA,MATA ATLÂNTICA
21315,Rafael Jambeiro,BA,MATA ATLÂNTICA
21316,Riachão do Jacuípe,BA,MATA ATLÂNTICA
21317,Ribeirão do Largo,BA,MATA ATLÂNTICA
21318,Rio Real,BA,MATA ATLÂNTICA
21319,Salinas da Margarida,BA,MATA ATLÂNTICA
21320,Salvador,BA,MATA ATLÂNTICA
21321,Santa Bárbara,BA,MATA ATLÂNTICA
21322,Santa Cruz Cabrália,BA,MATA ATLÂNTICA
21323,Santa Cruz da Vitória,BA,MATA ATLÂNTICA
21324,Santa Inês,BA,MATA ATLÂNTICA
21325,Santa Luzia,BA,MATA ATLÂNTICA
21326,Santa Terezinha,BA,MATA ATLÂNTICA
21327,Santo Amaro,BA,MATA ATLÂNTICA
21328,Santo Antônio de Jesus,BA,MATA ATLÂNTICA
21329,Santo Estêvão,BA,MATA ATLÂNTICA
21330,São Félix,BA,MATA ATLÂNTICA
21331,São Felipe,BA,MATA ATLÂNTICA
21332,São Francisco do Conde,BA,MATA ATLÂNTICA
21333,São Gonçalo dos Campos,BA,MATA ATLÂNTICA
21334,São José da Vitória,BA,MATA ATLÂNTICA
21335,São Miguel das Matas,BA,MATA ATLÂNTICA
21336,São Sebastião do Passé,BA,MATA ATLÂNTICA
21337,Sapeaçu,BA,MATA ATLÂNTICA
21338,Sátiro Dias,BA,MATA ATLÂNTICA
21339,Saubara,BA,MATA ATLÂNTICA
21340,Serra Preta,BA,MATA ATLÂNTICA
21341,Simões Filho,BA,MATA ATLÂNTICA
21342,Tanquinho,BA,MATA ATLÂNTICA
21343,Taperoá,BA,MATA ATLÂNTICA
21344,Teixeira de Freitas,BA,MATA ATLÂNTICA
21345,Teodoro Sampaio,BA,MATA ATLÂNTICA
21346,Teolândia,BA,MATA ATLÂNTICA
21347,Terra Nova,BA,MATA ATLÂNTICA
21348,Tremedal,BA,MATA ATLÂNTICA
21349,Ubaíra,BA,MATA ATLÂNTICA
21350,Ubaitaba,BA,MATA ATLÂNTICA
21351,Ubatã,BA,MATA ATLÂNTICA
21352,Una,BA,MATA ATLÂNTICA
21353,Uruçuca,BA,MATA ATLÂNTICA
21354,Valença,BA,MATA ATLÂNTICA
21355,Varzedo,BA,MATA ATLÂNTICA
21356,Vera Cruz,BA,MATA ATLÂNTICA
21357,Vereda,BA,MATA ATLÂNTICA
21358,Vitória da Conquista,BA,MATA ATLÂNTICA
21359,Wenceslau Guimarães,BA,MATA ATLÂNTICA
21360,Abre Campo,MG,MATA ATLÂNTICA
21361,Acaiaca,MG,MATA ATLÂNTICA
21362,Açucena,MG,MATA ATLÂNTICA
21363,Água Boa,MG,MATA ATLÂNTICA
21364,Água Comprida,MG,MATA ATLÂNTICA
21365,Aguanil,MG,MATA ATLÂNTICA
21366,Águas Formosas,MG,MATA ATLÂNTICA
21367,Águas Vermelhas,MG,MATA ATLÂNTICA
21368,Aimorés,MG,MATA ATLÂNTICA
21369,Aiuruoca,MG,MATA ATLÂNTICA
21370,Alagoa,MG,MATA ATLÂNTICA
21371,Albertina,MG,MATA ATLÂNTICA
21372,Além Paraíba,MG,MATA ATLÂNTICA
21373,Alfenas,MG,MATA ATLÂNTICA
21374,Alfredo Vasconcelos,MG,MATA ATLÂNTICA
21375,Almenara,MG,MATA ATLÂNTICA
21376,Alpercata,MG,MATA ATLÂNTICA
21377,Alpinópolis,MG,MATA ATLÂNTICA
21378,Alterosa,MG,MATA ATLÂNTICA
21379,Alto Caparaó,MG,MATA ATLÂNTICA
21380,Alto Rio Doce,MG,MATA ATLÂNTICA
21381,Alvarenga,MG,MATA ATLÂNTICA
21382,Alvinópolis,MG,MATA ATLÂNTICA
21383,Alvorada de Minas,MG,MATA ATLÂNTICA
21384,Amparo do Serra,MG,MATA ATLÂNTICA
21385,Andradas,MG,MATA ATLÂNTICA
21386,Cachoeira de Pajeú,MG,MATA ATLÂNTICA
21387,Andrelândia,MG,MATA ATLÂNTICA
21388,Angelândia,MG,MATA ATLÂNTICA
21389,Antônio Carlos,MG,MATA ATLÂNTICA
21390,Antônio Dias,MG,MATA ATLÂNTICA
21391,Antônio Prado de Minas,MG,MATA ATLÂNTICA
21392,Aracitaba,MG,MATA ATLÂNTICA
21393,Araçuaí,MG,MATA ATLÂNTICA
21394,Araguari,MG,MATA ATLÂNTICA
21395,Arantina,MG,MATA ATLÂNTICA
21396,Araponga,MG,MATA ATLÂNTICA
21397,Araporã,MG,MATA ATLÂNTICA
21398,Arceburgo,MG,MATA ATLÂNTICA
21399,Arcos,MG,MATA ATLÂNTICA
21400,Areado,MG,MATA ATLÂNTICA
21401,Argirita,MG,MATA ATLÂNTICA
21402,Aricanduva,MG,MATA ATLÂNTICA
21403,Astolfo Dutra,MG,MATA ATLÂNTICA
21404,Ataléia,MG,MATA ATLÂNTICA
21405,Baependi,MG,MATA ATLÂNTICA
21406,Bandeira,MG,MATA ATLÂNTICA
21407,Bandeira do Sul,MG,MATA ATLÂNTICA
21408,Barão de Cocais,MG,MATA ATLÂNTICA
21409,Barão de Monte Alto,MG,MATA ATLÂNTICA
21410,Barbacena,MG,MATA ATLÂNTICA
21411,Barra Longa,MG,MATA ATLÂNTICA
21412,Barroso,MG,MATA ATLÂNTICA
21413,Bela Vista de Minas,MG,MATA ATLÂNTICA
21414,Belmiro Braga,MG,MATA ATLÂNTICA
21415,Belo Horizonte,MG,MATA ATLÂNTICA
21416,Belo Oriente,MG,MATA ATLÂNTICA
21417,Belo Vale,MG,MATA ATLÂNTICA
21418,Bertópolis,MG,MATA ATLÂNTICA
21419,Berizal,MG,MATA ATLÂNTICA
21420,Betim,MG,MATA ATLÂNTICA
21421,Bias Fortes,MG,MATA ATLÂNTICA
21422,Bicas,MG,MATA ATLÂNTICA
21423,Boa Esperança,MG,MATA ATLÂNTICA
21424,Bocaina de Minas,MG,MATA ATLÂNTICA
21425,Bom Jardim de Minas,MG,MATA ATLÂNTICA
21426,Bom Jesus da Penha,MG,MATA ATLÂNTICA
21427,Bom Jesus do Amparo,MG,MATA ATLÂNTICA
21428,Bom Jesus do Galho,MG,MATA ATLÂNTICA
21429,Bom Repouso,MG,MATA ATLÂNTICA
21430,Bom Sucesso,MG,MATA ATLÂNTICA
21431,Bonfim,MG,MATA ATLÂNTICA
21432,Borda da Mata,MG,MATA ATLÂNTICA
21433,Botelhos,MG,MATA ATLÂNTICA
21434,Brás Pires,MG,MATA ATLÂNTICA
21435,Braúnas,MG,MATA ATLÂNTICA
21436,Brazópolis,MG,MATA ATLÂNTICA
21437,Brumadinho,MG,MATA ATLÂNTICA
21438,Bueno Brandão,MG,MATA ATLÂNTICA
21439,Bugre,MG,MATA ATLÂNTICA
21440,Cabo Verde,MG,MATA ATLÂNTICA
21441,Cachoeira de Minas,MG,MATA ATLÂNTICA
21442,Cachoeira Dourada,MG,MATA ATLÂNTICA
21443,Caeté,MG,MATA ATLÂNTICA
21444,Caiana,MG,MATA ATLÂNTICA
21445,Cajuri,MG,MATA ATLÂNTICA
21446,Caldas,MG,MATA ATLÂNTICA
21447,Camacho,MG,MATA ATLÂNTICA
21448,Camanducaia,MG,MATA ATLÂNTICA
21449,Cambuí,MG,MATA ATLÂNTICA
21450,Cambuquira,MG,MATA ATLÂNTICA
21451,Campanário,MG,MATA ATLÂNTICA
21452,Campanha,MG,MATA ATLÂNTICA
21453,Campestre,MG,MATA ATLÂNTICA
21454,Campina Verde,MG,MATA ATLÂNTICA
21455,Campo Belo,MG,MATA ATLÂNTICA
21456,Campo do Meio,MG,MATA ATLÂNTICA
21457,Campo Florido,MG,MATA ATLÂNTICA
21458,Campos Gerais,MG,MATA ATLÂNTICA
21459,Canaã,MG,MATA ATLÂNTICA
21460,Canápolis,MG,MATA ATLÂNTICA
21461,Cana Verde,MG,MATA ATLÂNTICA
21462,Candeias,MG,MATA ATLÂNTICA
21463,Cantagalo,MG,MATA ATLÂNTICA
21464,Caparaó,MG,MATA ATLÂNTICA
21465,Capela Nova,MG,MATA ATLÂNTICA
21466,Capelinha,MG,MATA ATLÂNTICA
21467,Capetinga,MG,MATA ATLÂNTICA
21468,Capinópolis,MG,MATA ATLÂNTICA
21469,Capitão Andrade,MG,MATA ATLÂNTICA
21470,Caputira,MG,MATA ATLÂNTICA
21471,Caraí,MG,MATA ATLÂNTICA
21472,Caranaíba,MG,MATA ATLÂNTICA
21473,Carandaí,MG,MATA ATLÂNTICA
21474,Carangola,MG,MATA ATLÂNTICA
21475,Caratinga,MG,MATA ATLÂNTICA
21476,Careaçu,MG,MATA ATLÂNTICA
21477,Carlos Chagas,MG,MATA ATLÂNTICA
21478,Carmésia,MG,MATA ATLÂNTICA
21479,Carmo da Cachoeira,MG,MATA ATLÂNTICA
21480,Carmo da Mata,MG,MATA ATLÂNTICA
21481,Carmo de Minas,MG,MATA ATLÂNTICA
21482,Carmo do Cajuru,MG,MATA ATLÂNTICA
21483,Carmo do Rio Claro,MG,MATA ATLÂNTICA
21484,Carmópolis de Minas,MG,MATA ATLÂNTICA
21485,Carneirinho,MG,MATA ATLÂNTICA
21486,Carrancas,MG,MATA ATLÂNTICA
21487,Carvalhópolis,MG,MATA ATLÂNTICA
21488,Carvalhos,MG,MATA ATLÂNTICA
21489,Casa Grande,MG,MATA ATLÂNTICA
21490,Cássia,MG,MATA ATLÂNTICA
21491,Conceição da Barra de Minas,MG,MATA ATLÂNTICA
21492,Cataguases,MG,MATA ATLÂNTICA
21493,Catas Altas,MG,MATA ATLÂNTICA
21494,Catas Altas da Noruega,MG,MATA ATLÂNTICA
21495,Catuji,MG,MATA ATLÂNTICA
21496,Caxambu,MG,MATA ATLÂNTICA
21497,Central de Minas,MG,MATA ATLÂNTICA
21498,Centralina,MG,MATA ATLÂNTICA
21499,Chácara,MG,MATA ATLÂNTICA
21500,Chalé,MG,MATA ATLÂNTICA
21501,Chapada do Norte,MG,MATA ATLÂNTICA
21502,Chiador,MG,MATA ATLÂNTICA
21503,Cipotânea,MG,MATA ATLÂNTICA
21504,Claraval,MG,MATA ATLÂNTICA
21505,Cláudio,MG,MATA ATLÂNTICA
21506,Coimbra,MG,MATA ATLÂNTICA
21507,Coluna,MG,MATA ATLÂNTICA
21508,Comercinho,MG,MATA ATLÂNTICA
21509,Conceição da Aparecida,MG,MATA ATLÂNTICA
21510,Conceição das Pedras,MG,MATA ATLÂNTICA
21511,Conceição das Alagoas,MG,MATA ATLÂNTICA
21512,Conceição de Ipanema,MG,MATA ATLÂNTICA
21513,Conceição do Mato Dentro,MG,MATA ATLÂNTICA
21514,Conceição do Pará,MG,MATA ATLÂNTICA
21515,Conceição do Rio Verde,MG,MATA ATLÂNTICA
21516,Conceição dos Ouros,MG,MATA ATLÂNTICA
21517,Congonhal,MG,MATA ATLÂNTICA
21518,Congonhas,MG,MATA ATLÂNTICA
21519,Congonhas do Norte,MG,MATA ATLÂNTICA
21520,Conquista,MG,MATA ATLÂNTICA
21521,Conselheiro Lafaiete,MG,MATA ATLÂNTICA
21522,Conselheiro Pena,MG,MATA ATLÂNTICA
21523,Consolação,MG,MATA ATLÂNTICA
21524,Contagem,MG,MATA ATLÂNTICA
21525,Coqueiral,MG,MATA ATLÂNTICA
21526,Cordislândia,MG,MATA ATLÂNTICA
21527,Coroaci,MG,MATA ATLÂNTICA
21528,Coronel Fabriciano,MG,MATA ATLÂNTICA
21529,Coronel Murta,MG,MATA ATLÂNTICA
21530,Coronel Pacheco,MG,MATA ATLÂNTICA
21531,Coronel Xavier Chaves,MG,MATA ATLÂNTICA
21532,Córrego do Bom Jesus,MG,MATA ATLÂNTICA
21533,Córrego Fundo,MG,MATA ATLÂNTICA
21534,Córrego Novo,MG,MATA ATLÂNTICA
21535,Couto de Magalhães de Minas,MG,MATA ATLÂNTICA
21536,Crisólita,MG,MATA ATLÂNTICA
21537,Cristais,MG,MATA ATLÂNTICA
21538,Cristiano Otoni,MG,MATA ATLÂNTICA
21539,Cristina,MG,MATA ATLÂNTICA
21540,Crucilândia,MG,MATA ATLÂNTICA
21541,Cruzília,MG,MATA ATLÂNTICA
21542,Cuparaque,MG,MATA ATLÂNTICA
21543,Curral de Dentro,MG,MATA ATLÂNTICA
21544,Datas,MG,MATA ATLÂNTICA
21545,Delfim Moreira,MG,MATA ATLÂNTICA
21546,Delta,MG,MATA ATLÂNTICA
21547,Descoberto,MG,MATA ATLÂNTICA
21548,Desterro de Entre Rios,MG,MATA ATLÂNTICA
21549,Desterro do Melo,MG,MATA ATLÂNTICA
21550,Diogo de Vasconcelos,MG,MATA ATLÂNTICA
21551,Dionísio,MG,MATA ATLÂNTICA
21552,Divinésia,MG,MATA ATLÂNTICA
21553,Divino,MG,MATA ATLÂNTICA
21554,Divino das Laranjeiras,MG,MATA ATLÂNTICA
21555,Divinolândia de Minas,MG,MATA ATLÂNTICA
21556,Divinópolis,MG,MATA ATLÂNTICA
21557,Divisa Alegre,MG,MATA ATLÂNTICA
21558,Divisa Nova,MG,MATA ATLÂNTICA
21559,Divisópolis,MG,MATA ATLÂNTICA
21560,Dom Cavati,MG,MATA ATLÂNTICA
21561,Dom Joaquim,MG,MATA ATLÂNTICA
21562,Dom Silvério,MG,MATA ATLÂNTICA
21563,Dom Viçoso,MG,MATA ATLÂNTICA
21564,Dona Euzébia,MG,MATA ATLÂNTICA
21565,Dores de Campos,MG,MATA ATLÂNTICA
21566,Dores de Guanhães,MG,MATA ATLÂNTICA
21567,Dores do Turvo,MG,MATA ATLÂNTICA
21568,Durandé,MG,MATA ATLÂNTICA
21569,Elói Mendes,MG,MATA ATLÂNTICA
